Loan ID,CIF Number,Annual Income,Purpose,Home Ownership,Loan Amount,Loan Date,Due Date,Loan Term,Monthly Debt,Years of Credit History,Interest Rate,Total Paid,Months since last delinquency
6395,6274,197448000,Business,Other,821868939,2022-06-05,2024-09-05,27,30439590,9,8.5,803611476,2
6396,7614,407244000,Automobile,Mortgage,632892818,2024-03-18,2024-09-18,6,105482136,10,7.5,205959355,2
6397,6082,706968000,Real Estate,Other,972842346,2022-06-21,2026-06-21,48,20267548,7,6.5,585888406,8
6398,4429,289656000,Consumer,Other,193734948,2022-07-27,2027-01-27,54,3587684,3,6.5,146142205,10
6399,8665,801864000,Automobile,Own,741078247,2021-07-01,2025-03-01,44,16842687,9,7.5,535525969,4
6400,8471,577152000,Automobile,Rent,944575392,2023-05-08,2024-10-08,17,55563258,2,7.5,676536234,6
6401,3764,785616000,Real Estate,Other,768542718,2021-10-27,2026-09-27,59,13026147,8,6.5,736594694,7
6402,1518,698796000,Automobile,Other,568845779,2024-01-07,2027-05-07,40,14221144,9,7.5,293051089,16
6403,8945,820920000,Business,Mortgage,669175319,2024-04-22,2026-07-22,27,24784271,3,8.5,357959770,7
6404,7136,222492000,Automobile,Own,440131168,2022-12-12,2026-10-12,46,9568068,6,7.5,149210102,22
6405,605,475284000,Others,Mortgage,411522818,2024-01-06,2026-12-06,35,11757794,6,9,379852862,8
6406,9853,415500000,Home,Other,217772733,2023-03-30,2024-07-30,16,13610795,6,7,72167107,7
6407,3249,551256000,Real Estate,Mortgage,175056509,2023-08-27,2027-12-27,52,3366471,6,6.5,173298739,10
6408,5302,436884000,Real Estate,Other,579653083,2022-10-12,2025-02-12,28,20701895,7,6.5,359019235,9
6409,3717,255744000,Home,Rent,455255599,2022-07-11,2025-07-11,36,12645988,1,7,57636761,6
6410,8905,680412000,Others,Mortgage,46667452,2020-04-06,2024-08-06,52,897451,2,9,26567177,3
6411,4038,232992000,Others,Rent,599741490,2023-08-10,2024-09-10,13,46133960,5,9,249385743,3
6412,5338,372552000,Automobile,Other,96532625,2024-03-13,2028-01-13,46,2098535,3,7.5,29326313,14
6413,8636,134640000,Others,Other,924412415,2022-09-21,2024-08-21,23,40191844,4,9,544679514,9
6414,8345,388392000,Automobile,Mortgage,963427515,2020-08-17,2024-08-17,48,20071406,2,7.5,393500411,4
6415,6376,461976000,Business,Rent,630646487,2022-10-29,2025-08-29,34,18548426,1,8.5,468976248,4
6416,1115,588072000,Home,Mortgage,764325318,2022-05-06,2026-03-06,46,16615767,10,7,374656008,6
6417,8128,171336000,Others,Mortgage,616496201,2022-01-30,2026-05-30,52,11855696,1,9,385232230,25
6418,2594,613692000,Business,Rent,119863691,2021-04-02,2025-05-02,49,2446197,9,8.5,101146906,10
6419,5666,584412000,Home,Mortgage,397251104,2023-06-16,2025-12-16,30,13241703,2,7,124130527,9
6420,9355,311976000,Others,Other,499590484,2023-04-20,2024-06-20,14,35685034,6,9,205025519,3
6421,3796,376068000,Others,Mortgage,626760724,2023-08-24,2024-08-24,12,52230060,9,9,498800924,4
6422,6439,829500000,Home,Own,693222141,2024-03-28,2025-05-28,14,49515867,6,7,384832056,6
6423,7115,484332000,Home,Rent,16443288,2024-03-08,2025-06-08,15,1096219,8,7,11591171,6
6424,8497,208956000,Automobile,Mortgage,398092862,2023-04-20,2027-06-20,50,7961857,3,7.5,121182009,7
6425,8520,506616000,Automobile,Rent,846586414,2024-05-10,2024-12-10,7,120940916,9,7.5,196738660,2
6426,1943,567744000,Consumer,Other,662626776,2023-11-30,2028-11-30,60,11043779,2,6.5,268638009,2
6427,2556,224796000,Others,Own,651315343,2021-07-19,2026-07-19,60,10855255,9,9,601542542,3
6428,9882,581448000,Automobile,Rent,726696244,2023-01-02,2024-08-02,19,38247170,9,7.5,256522597,4
6429,7055,694152000,Real Estate,Mortgage,17318377,2023-12-07,2024-09-07,9,1924264,8,6.5,9482232,3
6430,8313,199140000,Consumer,Rent,806854242,2023-09-20,2024-07-20,10,80685424,5,6.5,321817020,1
6431,3768,59004000,Business,Mortgage,291453870,2023-11-01,2025-11-01,24,12143911,8,8.5,39578275,11
6432,2712,561516000,Home,Other,240886941,2023-07-24,2025-04-24,21,11470806,8,7,120805325,9
6433,6920,586128000,Business,Mortgage,598678850,2024-01-15,2025-11-15,22,27212675,3,8.5,527857712,6
6434,1464,188772000,Consumer,Rent,254962489,2023-01-29,2026-09-29,44,5794602,8,6.5,209929554,13
6435,3375,823284000,Others,Mortgage,632950987,2023-06-07,2026-09-07,39,16229512,5,9,417253458,10
6436,7344,153996000,Consumer,Own,18695677,2024-05-17,2026-07-17,26,719064,10,6.5,749500,11
6437,4235,236148000,Home,Other,940189175,2023-06-18,2024-07-18,13,72322244,4,7,349858585,2
6438,5228,672144000,Business,Mortgage,410054328,2022-07-03,2026-03-03,44,9319416,5,8.5,362439558,18
6439,53,136512000,Others,Rent,685196830,2023-11-04,2026-08-04,33,20763540,10,9,610378698,12
6440,1134,762564000,Home,Rent,139524719,2023-05-17,2026-02-17,33,4228021,3,7,38706829,3
6441,8464,385800000,Consumer,Mortgage,214882043,2022-04-05,2025-03-05,35,6139486,3,6.5,174649562,5
6442,5411,413484000,Home,Rent,48626428,2022-01-02,2026-04-02,51,953459,3,7,33919539,8
6443,7840,247248000,Automobile,Mortgage,102025286,2023-04-25,2024-08-25,16,6376580,3,7.5,85651773,6
6444,3822,584220000,Home,Own,587486438,2023-10-31,2024-09-30,11,53407858,6,7,414864033,2
6445,6491,856308000,Home,Rent,131110009,2020-12-02,2024-07-02,43,3049069,4,7,82714486,16
6446,341,256812000,Business,Mortgage,669344379,2020-10-02,2024-09-02,47,14241369,10,8.5,255382037,22
6447,9666,433680000,Others,Other,130962140,2023-11-03,2024-08-03,9,14551348,7,9,20026975,2
6448,6405,245160000,Business,Rent,825310972,2021-01-13,2025-09-13,56,14737695,6,8.5,634307220,2
6449,7427,412524000,Automobile,Own,759136460,2023-09-23,2025-07-23,22,34506202,9,7.5,716694012,9
6450,8526,409452000,Home,Own,309699780,2022-08-03,2024-10-03,26,11911530,6,7,133950364,9
6451,7984,699024000,Others,Other,206745069,2024-01-30,2028-11-30,58,3564570,7,9,61646550,8
6452,2215,810360000,Automobile,Other,479243002,2024-02-20,2025-08-20,18,26624611,4,7.5,333576680,6
6453,1379,670116000,Real Estate,Other,648130275,2023-05-30,2024-07-30,14,46295019,3,6.5,312403547,5
6454,9185,175152000,Automobile,Rent,770325596,2023-12-11,2026-12-11,36,21397933,8,7.5,642374495,2
6455,5428,196788000,Automobile,Other,450769062,2023-12-27,2027-06-27,42,10732596,9,7.5,419150128,12
6456,725,59424000,Automobile,Mortgage,37906184,2021-05-17,2025-10-17,53,715211,3,7.5,10484056,12
6457,1891,546636000,Others,Own,326573737,2023-03-25,2024-06-25,15,21771582,8,9,289298442,3
6458,6726,673812000,Home,Own,586072985,2021-09-07,2026-02-07,53,11057980,5,7,564544318,8
6459,640,521796000,Consumer,Own,559775508,2023-06-23,2025-03-23,21,26655976,9,6.5,450378131,3
6460,1283,687348000,Business,Rent,242202643,2023-11-08,2025-11-08,24,10091776,2,8.5,241176603,6
6461,9397,142140000,Automobile,Rent,749569383,2023-12-17,2026-02-17,26,28829591,10,7.5,429178462,4
6462,3826,800424000,Others,Mortgage,383775581,2023-08-29,2025-03-29,19,20198714,8,9,331664786,1
6463,8408,461700000,Home,Mortgage,339210059,2023-08-19,2026-06-19,34,9976766,6,7,153360792,8
6464,2401,766704000,Real Estate,Other,248330730,2023-08-28,2026-09-28,37,6711641,4,6.5,225838130,17
6465,3682,179676000,Home,Own,831581239,2022-02-16,2026-05-16,51,16305514,10,7,814342356,12
6466,1577,362904000,Home,Rent,400527627,2024-05-03,2026-09-03,28,14304558,1,7,297837398,7
6467,1056,243564000,Home,Own,66884747,2024-05-26,2028-08-26,51,1311465,9,7,5145079,13
6468,6209,336276000,Real Estate,Mortgage,837490751,2024-04-21,2025-04-21,12,69790895,1,6.5,678209776,5
6469,7884,656388000,Automobile,Own,453077053,2023-03-08,2026-01-08,34,13325795,1,7.5,160083376,12
6470,3055,607308000,Others,Own,735729021,2021-05-04,2026-02-04,57,12907526,8,9,693255967,7
6471,9395,551256000,Business,Mortgage,643763926,2024-05-26,2024-09-26,4,160940981,6,8.5,225581265,1
6472,4097,706548000,Others,Other,175664254,2023-12-06,2026-01-06,25,7026570,6,9,99811481,8
6473,8659,281472000,Home,Mortgage,927238077,2023-07-25,2024-08-25,13,71326005,8,7,348473457,3
6474,2041,397524000,Automobile,Rent,758834005,2023-11-28,2024-09-28,10,75883400,6,7.5,469510069,2
6475,5708,793236000,Home,Mortgage,776299495,2023-05-18,2024-08-18,15,51753299,6,7,691389276,3
6476,4914,43476000,Business,Rent,99389146,2021-11-11,2024-07-11,32,3105910,2,8.5,47516142,12
6477,9177,744684000,Consumer,Own,716851054,2024-02-17,2027-01-17,35,20481458,5,6.5,490779567,13
6478,9285,175428000,Automobile,Mortgage,646010413,2023-12-25,2028-10-25,58,11138110,10,7.5,397211560,11
6479,6271,318600000,Real Estate,Rent,890649883,2023-12-13,2025-04-13,16,55665617,10,6.5,308590398,7
6480,7711,311868000,Home,Other,950569440,2024-03-14,2025-04-14,13,73120726,1,7,638390883,3
6481,7572,737040000,Consumer,Mortgage,946713353,2023-04-21,2024-12-21,20,47335667,2,6.5,464108042,1
6482,4389,57888000,Others,Other,286022394,2023-06-07,2026-07-07,37,7730334,9,9,242071541,6
6483,4603,778668000,Consumer,Rent,694031388,2020-09-20,2025-08-20,59,11763243,7,6.5,524294841,17
6484,684,380076000,Consumer,Rent,608682921,2024-05-01,2026-03-01,22,27667405,5,6.5,521845332,10
6485,333,322716000,Home,Mortgage,553596888,2022-01-12,2026-04-12,51,10854840,9,7,26250421,8
6486,8791,647664000,Others,Rent,855155333,2023-09-02,2025-09-02,24,35631472,2,9,224595982,10
6487,6724,697356000,Home,Own,89843750,2023-09-18,2024-07-18,10,8984375,7,7,10951780,2
6488,5615,839004000,Others,Rent,298496533,2023-12-21,2025-05-21,17,17558619,7,9,202644323,7
6489,3593,339612000,Real Estate,Own,735588140,2023-11-13,2027-01-13,38,19357582,4,6.5,621123274,12
6490,7417,250272000,Home,Mortgage,399830352,2023-08-28,2025-01-28,17,23519432,7,7,256218459,1
6491,8949,735840000,Others,Rent,946050613,2023-09-30,2028-04-30,55,17200920,6,9,559557995,10
6492,1743,397476000,Consumer,Own,366184111,2021-09-01,2024-11-01,38,9636423,10,6.5,324309857,17
6493,7717,822444000,Real Estate,Rent,610586156,2022-04-15,2025-01-15,33,18502610,10,6.5,115474065,8
6494,9936,514440000,Real Estate,Rent,925061063,2024-05-29,2025-02-28,9,102784562,1,6.5,379113184,3
6495,128,227328000,Real Estate,Mortgage,734351703,2024-02-19,2024-10-19,8,91793962,2,6.5,526063482,3
6496,9124,39768000,Automobile,Rent,751238754,2024-03-25,2028-01-25,46,16331277,4,7.5,550038280,11
6497,7480,377184000,Consumer,Rent,592375159,2024-03-27,2027-03-27,36,16454865,7,6.5,558179997,14
6498,9749,192084000,Home,Rent,514872983,2024-01-10,2027-03-10,38,13549289,4,7,341924168,6
6499,6082,706968000,Consumer,Mortgage,612540969,2023-12-18,2026-08-18,32,19141905,6,6.5,167741440,6
6500,3691,473676000,Real Estate,Mortgage,886645176,2022-08-11,2024-10-11,26,34101737,2,6.5,483404644,9
6501,5770,804480000,Business,Mortgage,55213327,2023-03-19,2024-06-19,15,3680888,4,8.5,38644348,1
6502,3091,379980000,Home,Own,887090502,2020-12-31,2025-08-31,56,15840901,1,7,759090554,16
6503,5773,184356000,Consumer,Own,567013304,2024-01-21,2027-11-21,46,12326376,5,6.5,224708185,9
6504,2621,556176000,Others,Rent,49895597,2022-02-09,2024-11-09,33,1511987,10,9,38086848,2
6505,5613,256320000,Consumer,Rent,527739036,2023-06-11,2027-11-11,53,9957340,5,6.5,418300430,21
6506,8887,612204000,Automobile,Mortgage,606613993,2024-02-12,2025-02-12,12,50551166,5,7.5,259686527,3
6507,4782,474828000,Others,Own,241917737,2022-07-22,2027-02-22,55,4398504,2,9,159361305,8
6508,7490,561840000,Real Estate,Other,750291518,2024-03-18,2029-02-18,59,12716805,3,6.5,241618616,17
6509,1565,43176000,Real Estate,Own,13104883,2024-02-14,2025-02-14,12,1092073,9,6.5,7750935,4
6510,4028,120924000,Others,Other,898234474,2023-02-02,2025-09-02,31,28975305,2,9,290209140,12
6511,9314,623880000,Real Estate,Rent,192875289,2021-10-13,2025-12-13,50,3857505,10,6.5,112462896,4
6512,9284,550896000,Consumer,Other,402437451,2023-01-21,2025-03-21,26,15478363,2,6.5,296448394,6
6513,1738,211920000,Automobile,Mortgage,230675396,2023-01-01,2024-08-01,19,12140810,2,7.5,163610443,5
6514,2330,522600000,Home,Own,903165687,2024-02-06,2024-11-06,9,100351743,2,7,902931037,1
6515,1959,850512000,Business,Mortgage,168160155,2023-11-28,2025-02-28,15,11210677,8,8.5,107823076,2
6516,5508,641052000,Others,Own,356700859,2021-08-17,2026-06-17,58,6150014,1,9,222600210,9
6517,1948,823488000,Real Estate,Other,421373771,2023-11-07,2028-02-07,51,8262230,2,6.5,88418167,11
6518,2506,681996000,Automobile,Other,962167856,2023-08-31,2027-02-28,42,22908758,8,7.5,647932070,18
6519,2354,39456000,Others,Other,119085297,2020-08-21,2024-07-21,47,2533729,3,9,67577347,7
6520,4250,693480000,Automobile,Rent,602408268,2021-12-21,2026-11-21,59,10210309,9,7.5,586581115,26
6521,1725,571164000,Real Estate,Own,100837369,2022-12-04,2025-03-04,27,3734717,6,6.5,49492204,12
6522,6451,128316000,Consumer,Own,944058526,2023-02-19,2024-08-19,18,52447695,9,6.5,154442026,2
6523,4110,782892000,Home,Mortgage,170894759,2023-07-18,2024-11-18,16,10680922,9,7,82324237,4
6524,569,49440000,Consumer,Other,181927392,2022-10-24,2025-01-24,27,6738051,7,6.5,86537202,11
6525,6180,667452000,Real Estate,Mortgage,126840008,2024-03-04,2024-12-04,9,14093334,6,6.5,93982977,3
6526,9650,419052000,Home,Own,190840022,2024-02-05,2026-01-05,23,8297392,8,7,139192248,10
6527,636,683796000,Real Estate,Mortgage,400959660,2023-02-14,2025-04-14,26,15421525,4,6.5,330880942,8
6528,5723,755736000,Home,Other,569976787,2024-04-14,2026-12-14,32,17811774,3,7,244780594,11
6529,7019,448092000,Business,Rent,658598249,2024-05-23,2028-07-23,50,13171964,9,8.5,442740674,1
6530,2413,814776000,Consumer,Mortgage,755977546,2023-01-13,2024-09-13,20,37798877,9,6.5,351291890,1
6531,7152,377064000,Others,Own,389304479,2024-03-01,2024-08-01,5,77860895,2,9,241282804,1
6532,9460,856476000,Others,Rent,395458459,2022-04-25,2024-06-25,26,15209940,1,9,378471472,4
6533,9935,181032000,Business,Mortgage,723956866,2023-12-11,2027-01-11,37,19566401,4,8.5,325721301,7
6534,693,577692000,Others,Mortgage,821246691,2024-04-19,2025-08-19,16,51327918,5,9,781393986,4
6535,3673,434016000,Real Estate,Rent,352100117,2023-11-11,2025-04-11,17,20711771,4,6.5,279822285,4
6536,7124,409632000,Consumer,Mortgage,57049314,2023-01-08,2027-10-08,57,1000865,2,6.5,7687077,7
6537,9305,139980000,Consumer,Other,992392107,2023-12-10,2024-10-10,10,99239210,8,6.5,524627355,4
6538,1242,402372000,Automobile,Own,269457608,2023-09-03,2027-04-03,43,6266456,1,7.5,184082424,8
6539,6188,417648000,Others,Own,804012709,2023-05-25,2026-03-25,34,23647432,1,9,603223131,9
6540,446,582192000,Consumer,Own,88916690,2022-08-15,2026-08-15,48,1852431,10,6.5,29968187,23
6541,2807,848952000,Others,Rent,183254506,2022-09-23,2026-12-23,51,3593225,2,9,133711959,15
6542,7527,743592000,Business,Other,355582034,2021-08-14,2025-04-14,44,8081409,8,8.5,325397756,6
6543,7423,810408000,Others,Other,113020690,2023-11-01,2028-04-01,53,2132465,4,9,100612567,16
6544,7029,784764000,Automobile,Own,96257715,2023-07-29,2024-06-29,11,8750701,10,7.5,66109901,1
6545,9412,558084000,Business,Other,878089911,2021-07-06,2024-10-06,39,22515125,8,8.5,548103312,14
6546,9614,268680000,Real Estate,Other,428432550,2024-01-24,2024-09-24,8,53554068,8,6.5,238578849,1
6547,121,345096000,Others,Other,827246416,2024-05-29,2025-07-29,14,59089029,8,9,302768673,1
6548,453,557808000,Automobile,Own,605672434,2022-08-12,2026-06-12,46,13166792,6,7.5,43178753,12
6549,358,38832000,Consumer,Mortgage,611848653,2023-02-02,2024-09-02,19,32202560,1,6.5,429687022,2
6550,8791,647664000,Others,Mortgage,896645530,2022-10-15,2026-07-15,45,19925456,3,9,863243166,9
6551,4777,469056000,Home,Own,874803640,2022-05-19,2024-11-19,30,29160121,7,7,379484481,10
6552,1658,42360000,Automobile,Mortgage,450438178,2021-01-25,2024-12-25,47,9583791,1,7.5,220631931,10
6553,1715,778188000,Home,Rent,625509805,2023-06-24,2024-06-24,12,52125817,7,7,172705755,1
6554,4735,422004000,Others,Other,766390905,2022-03-26,2024-10-26,31,24722287,2,9,199926404,2
6555,7695,696360000,Consumer,Rent,4210087,2023-07-20,2024-11-20,16,263130,6,6.5,2232190,3
6556,8495,397008000,Automobile,Other,618425792,2023-04-16,2025-01-16,21,29448847,6,7.5,247459600,4
6557,3566,522636000,Consumer,Other,920537859,2024-05-20,2027-12-20,43,21407857,7,6.5,618069483,13
6558,7651,605148000,Business,Rent,329861353,2022-07-29,2025-05-29,34,9701804,7,8.5,189074693,8
6559,5649,146460000,Automobile,Mortgage,658044626,2024-04-27,2025-08-27,16,41127789,6,7.5,537084860,6
6560,21,581328000,Automobile,Own,625421324,2024-04-30,2024-09-30,5,125084264,8,7.5,489220256,1
6561,3070,58944000,Others,Own,290152394,2019-12-01,2024-10-01,58,5002627,2,9,109710322,25
6562,4538,619560000,Real Estate,Rent,956472343,2023-10-02,2027-04-02,42,22773151,10,6.5,390017425,16
6563,741,363384000,Others,Other,517517615,2023-07-31,2027-02-28,43,12035293,9,9,331350279,13
6564,6565,615336000,Home,Rent,926236350,2024-03-20,2028-10-20,55,16840660,5,7,209918824,1
6565,1704,362088000,Home,Mortgage,721833199,2022-06-16,2025-02-16,32,22557287,2,7,78220917,13
6566,4470,266628000,Business,Own,980559090,2022-12-10,2027-09-10,57,17202791,6,8.5,805844951,4
6567,4233,467172000,Business,Mortgage,677554306,2022-11-06,2024-10-06,23,29458882,6,8.5,181292266,10
6568,8813,57252000,Home,Rent,169712132,2023-02-05,2026-07-05,41,4139320,9,7,36177555,4
6569,4387,654912000,Consumer,Other,129378894,2021-09-23,2026-01-23,52,2488055,4,6.5,46888290,16
6570,8412,673872000,Others,Mortgage,139018057,2021-10-01,2026-02-01,52,2673424,8,9,29043443,25
6571,6578,330708000,Home,Rent,565327512,2024-02-22,2024-07-22,5,113065502,6,7,210117098,1
6572,7034,132120000,Real Estate,Other,921026415,2024-02-02,2027-03-02,37,24892605,7,6.5,902409082,12
6573,4492,720360000,Automobile,Rent,399597647,2024-05-27,2024-11-27,6,66599607,8,7.5,302446515,2
6574,2322,788652000,Real Estate,Mortgage,928631370,2023-10-08,2025-05-08,19,48875335,7,6.5,176013030,6
6575,6453,209592000,Real Estate,Rent,354733480,2023-01-26,2027-12-26,59,6012431,1,6.5,54141539,23
6576,8723,385380000,Consumer,Rent,416854489,2022-09-14,2025-10-14,37,11266337,3,6.5,134092805,15
6577,2403,447996000,Real Estate,Mortgage,238397856,2022-01-23,2025-05-23,40,5959946,3,6.5,123029288,6
6578,4102,679536000,Home,Own,85303816,2023-03-20,2026-09-20,42,2031043,8,7,15361656,1
6579,9578,418344000,Home,Rent,993608626,2022-04-13,2024-10-13,30,33120287,3,7,865379488,14
6580,1245,746448000,Automobile,Rent,322937606,2023-09-21,2025-08-21,23,14040765,10,7.5,160537525,2
6581,856,630744000,Others,Mortgage,774468021,2023-09-04,2027-03-04,42,18439714,6,9,105681610,18
6582,720,190080000,Automobile,Own,160256014,2024-04-22,2028-06-22,50,3205120,4,7.5,18336281,9
6583,2668,215268000,Business,Rent,826159960,2023-02-17,2025-02-17,24,34423331,4,8.5,551001624,6
6584,7644,307104000,Automobile,Own,703220540,2024-05-01,2027-09-01,40,17580513,4,7.5,51995686,1
6585,3225,469644000,Home,Rent,6826937,2021-09-06,2025-04-06,43,158765,7,7,3216633,10
6586,4738,374028000,Others,Mortgage,294043636,2024-06-05,2025-12-05,18,16335757,3,9,166052181,8
6587,4451,792900000,Home,Mortgage,501151195,2024-03-20,2025-10-20,19,26376378,2,7,373738901,8
6588,3093,695952000,Automobile,Rent,163091294,2022-01-23,2024-08-23,31,5261009,3,7.5,134217612,3
6589,9672,482400000,Consumer,Own,966279599,2024-03-23,2025-07-23,16,60392474,3,6.5,103853281,3
6590,5162,46980000,Business,Mortgage,246290432,2024-03-18,2026-02-18,23,10708279,8,8.5,79646130,7
6591,2272,519528000,Business,Other,609729001,2020-10-20,2024-09-20,47,12972957,4,8.5,100869627,2
6592,2149,440040000,Consumer,Rent,467290498,2024-02-18,2024-10-18,8,58411312,8,6.5,345770731,2
6593,1888,272760000,Others,Own,594390454,2022-09-26,2025-09-26,36,16510845,4,9,528220567,2
6594,8264,45876000,Business,Own,50525728,2023-05-04,2027-02-04,45,1122793,6,8.5,47784020,2
6595,3241,180708000,Business,Own,368225957,2023-08-30,2026-10-30,38,9690156,2,8.5,115181069,7
6596,383,451296000,Consumer,Other,713958931,2022-02-15,2025-02-15,36,19832192,4,6.5,219764213,14
6597,5570,436092000,Home,Mortgage,663932513,2024-02-01,2026-10-01,32,20747891,4,7,622512243,12
6598,3275,310716000,Home,Other,609247228,2021-04-07,2025-04-07,48,12692650,9,7,127640254,16
6599,9113,542448000,Home,Rent,577179596,2024-01-27,2026-10-27,33,17490290,6,7,457440460,7
6600,3605,385656000,Real Estate,Rent,542703180,2021-06-05,2025-03-05,45,12060070,3,6.5,332812822,12
6601,4989,522204000,Home,Other,713232314,2023-06-17,2025-11-17,29,24594217,1,7,609051412,3
6602,5195,710184000,Consumer,Own,699798355,2023-07-12,2026-02-12,31,22574140,8,6.5,155734476,10
6603,9476,694968000,Real Estate,Mortgage,61534750,2024-05-07,2025-04-07,11,5594068,10,6.5,17954986,2
6604,8878,464628000,Business,Other,220891601,2022-01-20,2025-02-20,37,5970043,3,8.5,171311880,11
6605,9368,181380000,Automobile,Mortgage,727169718,2021-12-22,2024-10-22,34,21387344,1,7.5,578087800,1
